1	4	1	81	73	2	H S T North Entrance 1		0	-10	-10	3	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
1	4	2	81	73	2	H S T North Entrance 1 Lounge		0	3	2	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
1	4	3	81	73	2	H S T  Hub 1 (0 Floor)		0	1	1	2	2	-10	-10	5	4	-10	-10	-10	-10	-10	-10	-10	-10
2	4	4	81	73	2	H S T North Entrance 1 Stairs		0	5	2	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
2	4	5	81	73	2	H S T  Hub 2 (0 Floor)		0	-10	-10	4	2	3	4	6	2	-10	-10	-10	-10	-10	-10	-10	-10
3	4	6	81	73	2	H S T  Hub 3 (0 Floor)		0	8	2	11	10	5	2	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
4	4	7	81	73	2	H S T East Lab Exit 1		0	-10	-10	-10	-10	8	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
4	4	8	81	73	2	H S T Hub 4 (0 Floor)		0	-10	-10	6	2	-10	-10	7	1	-10	-10	-10	-10	-10	-10	-10	-10
5	4	9	81	73	2	Conference room west		0	-10	-10	-10	-10	-10	-10	11	1	-10	-10	-10	-10	-10	-10	-10	-10
5	4	10	81	73	2	H S T East Stairs from L to LR		0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	11	1	-10	-10
5	4	11	81	73	2	H S T Hub 5 (0 Floor)		0	6	10	13	4	9	1	-10	-10	-10	-10	10	1	-10	-10	-10	-10
6	4	12	81	73	2	H S T East Elevator Level L		0	-10	-10	-10	-10	13	4	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
6	4	13	81	73	2	H S T Hub 6 (0 Floor)		0	11	4	18	5	-10	-10	12	4	-10	-10	-10	-10	-10	-10	-10	-10
7	4	14	81	73	2			0	-10	-10	-10	-10	-10	-10	18	1	-10	-10	-10	-10	-10	-10	-10	-10
7	4	15	81	73	2			0	-10	-10	-10	-10	-10	-10	-10	-10	18	1	-10	-10	-10	-10	-10	-10
