1	1	1	57	73	2	H Q 5th floor Elevator		5	-10	-10	3	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
1	1	2	57	73	2	H Q Reception (5th floor)		5	3	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
1	1	3	57	73	2	H Q Hub 1 (5th floor)	157,109	5	1	1	2	1	41	4	5	3	-10	-10	-10	-10	-10	-10	-10	-10
7	1	18	57	73	2	H Q 115 Education and Training Center		5	-10	-10	-10	-10	19	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
7	1	19	57	73	2	H Q Hub 7 (5th floor)	106,258	5	21	3	8	4	-10	-10	18	1	-10	-10	-10	-10	-10	-10	-10	-10
8	1	20	57	73	2	H Q 114 Call Center Main Entrance		5	-10	-10	-10	-10	21	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
8	1	21	57	73	2	H Q Hub 8 (5th floor)	61,258	5	-10	-10	19	3	23	2	20	1	-10	-10	-10	-10	-10	-10	-10	-10
9	1	22	57	73	2	H Q Kitchen (5th floor)		5	-10	-10	-10	-10	-10	-10	23	1	-10	-10	-10	-10	-10	-10	-10	-10
9	1	23	57	73	2	H Q Hub 9 (5th floor)	61,236	5	26	3	-10	-10	22	1	21	2	-10	-10	-10	-10	-10	-10	-10	-10
10	1	24	57	73	2	H Q 119 Break Area Seating		5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	26	1
10	1	25	57	73	2	H Q Kitchen Seating (5th floor)		5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	26	1	-10	-10	-10	-10
10	1	26	57	73	2	H Q Hub 10 (5th floor)	23,236	5	-10	-10	23	3	27	4	-10	-10	24	1	-10	-10	25	1	-10	-10
11	1	27	57	73	2	H Q Hub 11 (5th floor)	23,183	5	-10	-10	-10	-10	-10	-10	26	4	-10	-10	-10	-10	28	2	-10	-10
12	1	28	57	73	2	H Q Hub 12 (5th floor)	45,153	5	-10	-10	31	5	34	4	-10	-10	-10	-10	27	2	-10	-10	-10	-10
13	1	29	57	73	2	H Q 116 Women's Restroom (5th floor)		5	-10	-10	-10	-10	-10	-10	-10	-10	31	1	-10	-10	-10	-10	-10	-10
13	1	30	57	73	2	H Q 117 Men's Restroom (5th floor)		5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	31	1	-10	-10
13	1	31	57	73	2	H Q Hub 13 (5th floor)	110,154	5	28	5	5	4	-10	-10	-10	-10	-10	-10	30	1	-10	-10	29	1
14	1	32	57	73	2	H Q 120 Touchdown Space North Seating (5th floor)		5	-10	-10	34	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
14	1	33	57	73	2	H Q 120 Touchdown Space South Seating (5th floor)		5	34	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
14	1	34	57	73	2	H Q Hub 14 (5th floor)	45,109	5	32	1	33	1	36	4	28	4	-10	-10	-10	-10	-10	-10	-10	-10
15	1	35	57	73	2	H Q 121 Maker space North (5th floor)		5	-10	-10	-10	-10	-10	-10	36	2	-10	-10	-10	-10	-10	-10	-10	-10
15	1	36	57	73	2	H Q Hub 15 (5th floor)	45,50	5	-10	-10	39	4	35	2	34	4	-10	-10	-10	-10	-10	-10	-10	-10
16	1	37	57	73	2	H Q 121 Maker space South (5th floor)		5	-10	-10	-10	-10	-10	-10	39	2	-10	-10	-10	-10	-10	-10	-10	-10
16	1	38	57	73	2	H Q North Stairs (5th floor)		5	-10	-10	-10	-10	39	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
16	1	39	57	73	2	H Q Hub 16 (5th floor)	93,50	5	36	4	41	5	37	2	38	1	-10	-10	-10	-10	-10	-10	-10	-10
17	1	40	57	73	2	H Q 101 Partner Space (5th floor)		5	-10	-10	-10	-10	-10	-10	41	1	-10	-10	-10	-10	-10	-10	-10	-10
17	1	41	57	73	2	H Q Hub 17 (5th floor)	157,50	5	39	5	43	9	40	1	3	4	-10	-10	-10	-10	-10	-10	-10	-10
18	1	42	57	73	2	H Q Creation Station 1 (5th floor)		5	-10	-10	-10	-10	-10	-10	43	1	-10	-10	-10	-10	-10	-10	-10	-10
18	1	43	57	73	2	H Q Hub 18 (5th floor)	267,50	5	41	9	45	6	42	1	52	8	-10	-10	-10	-10	-10	-10	-10	-10
19	1	44	57	73	2	H Q Creation Station 2 (5th floor)		5	-10	-10	-10	-10	-10	-10	45	1	-10	-10	-10	-10	-10	-10	-10	-10
19	1	45	57	73	2	H Q Hub 19 (5th floor)	339,50	5	43	6	48	7	44	1	56	8	-10	-10	-10	-10	-10	-10	-10	-10
20	1	46	57	73	2	H Q Creation Station 3 (5th floor)		5	-10	-10	-10	-10	-10	-10	48	1	-10	-10	-10	-10	-10	-10	-10	-10
20	1	47	57	73	2	H Q South Stairs (5th floor)		5	-10	-10	-10	-10	-10	-10	-10	-10	48	2	-10	-10	-10	-10	-10	-10
20	1	48	57	73	2	H Q Hub 20 (5th floor)	423,50	5	45	7	-10	-10	46	1	-10	-10	-10	-10	-10	-10	-10	-10	47	2
21	1	49	57	73	2	H Q Experiential Training Center Kitchen (5th floor)		5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	52	3
21	1	50	57	73	2	H Q Experiential Training Center Seating 1 (5th floor)		5	-10	-10	-10	-10	52	2	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21	1	51	57	73	2	H Q Experiential Training Center Seating 2 (5th floor)		5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	52	3	-10	-10
21	1	52	57	73	2	H Q Hub 21 (5th floor)	267,154	5	5	9	56	6	43	8	50	2	49	3	51	3	-10	-10	-10	-10
22	1	53	57	73	2	H Q 103 Conference Room (5th floor)		5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	56	2	-10	-10	-10	-10
22	1	54	57	73	2	H Q 104 Interactive Area 2 (5th floor)		5	-10	-10	-10	-10	-10	-10	-10	-10	56	4	-10	-10	-10	-10	-10	-10
22	1	55	57	73	2	H Q 104 Interactive Area 1 (5th floor)		5	-10	-10	-10	-10	56	2	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22	1	56	57	73	2	H Q Hub 22 (5th floor)	339,154	5	52	6	-10	-10	45	8	55	2	-10	-10	-10	-10	53	2	54	4
2	1	4	57	73	2	H Q Waiting Area (5th floor)		5	-10	-10	-10	-10	-10	-10	-10	-10	5	2	-10	-10	-10	-10	-10	-10
2	1	5	57	73	2	H Q Hub 2 (5th floor)	157,154	5	31	4	52	9	3	3	8	9	-10	-10	-10	-10	-10	-10	4	2
3	1	6	57	73	2	H Q 106 Office of Senior Director Workforce Innovation Center		5	8	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
3	1	7	57	73	2	H Q 107 Accessibility Specialist's office		5	-10	-10	-10	-10	-10	-10	-10	-10	8	1	-10	-10	-10	-10	-10	-10
3	1	8	57	73	2	H Q Hub 3 (5th floor)	157,258	5	19	4	6	1	5	9	11	6	-10	-10	-10	-10	-10	-10	7	1
4	1	9	57	73	2	H Q 108 Office of Director of Digitial Accessibility		5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	11	1	-10	-10	-10	-10
4	1	10	57	73	2	H Q 109 Office 3		5	-10	-10	-10	-10	-10	-10	-10	-10	11	1	-10	-10	-10	-10	-10	-10
4	1	11	57	73	2	H Q Hub 4 (5th floor)	157,335	5	-10	-10	-10	-10	8	6	14	6	-10	-10	-10	-10	9	1	10	1
5	1	12	57	73	2	H Q 110 Office of Director of Call Center Services		5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	14	1	-10	-10	-10	-10
5	1	13	57	73	2	H Q 111 Workroom		5	-10	-10	-10	-10	14	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5	1	14	57	73	2	H Q Hub 5 (5th floor)	157,406	5	17	6	-10	-10	11	6	13	1	-10	-10	-10	-10	12	1	-10	-10
6	1	15	57	73	2	H Q 114 Call Center West Entrance		5	-10	-10	17	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
6	1	16	57	73	2	H Q West Stairs (5th floor)		5	-10	-10	-10	-10	17	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
6	1	17	57	73	2	H Q Hub 6 (5th floor)	80,406	5	15	1	14	6	-10	-10	16	1	-10	-10	-10	-10	-10	-10	-10	-10
