1	1	1	41	73	2	TAM Dr. Elwany's Office	NULL	1	-10	-10	4	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
1	1	2	41	73	2	TAM Dr. Erraguntla's Office	NULL	1	4	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
1	1	3	41	73	2	TAM Dr. Zahabi's Office 4404	NULL	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	4	1	-10	-10
1	1	4	41	73	2	TAM Hub 1 (1 Floor)	NULL	1	1	1	2	1	-10	-10	-10	-10	-10	-10	3	1	-10	-10	7	4
2	1	5	41	73	2	TAM Dr. Wortman's Office	NULL	1	-10	-10	7	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
2	1	6	41	73	2	TAM Dr. Benarjee's Office	NULL	1	-10	-10	-10	-10	7	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
2	1	7	41	73	2	TAM Hub 2 (1 Floor)	NULL	1	5	1	-10	-10	-10	-10	6	1	4	4	-10	-10	-10	-10	12	6
3	1	8	41	73	2	TAM Dr. Wang Shiren's Office	NULL	1	-10	-10	12	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
3	1	9	41	73	2	TAM Dr. Feng, Lin's Office	NULL	1	-10	-10	-10	-10	-10	-10	12	1	-10	-10	-10	-10	-10	-10	-10	-10
3	1	10	41	73	2	TAM Dr. Wickliff's Office	NULL	1	12	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
3	1	11	41	73	2	TAM Dr. Butenko's Office	NULL	1	-10	-10	-10	-10	12	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
3	1	12	41	73	2	TAM Hub 3 (1 Floor)	NULL	1	8	1	10	1	9	1	11	1	7	6	-10	-10	-10	-10	16	6
4	1	13	41	73	2	TAM Dr. Moreno's Office	NULL	1	-10	-10	16	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
4	1	14	41	73	2	TAM Dr. Wang's Office	NULL	1	-10	-10	-10	-10	-10	-10	16	1	-10	-10	-10	-10	-10	-10	-10	-10
4	1	15	41	73	2	TAM Dr. Johnson's Office	NULL	1	-10	-10	-10	-10	16	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
4	1	16	41	73	2	TAM Hub 4 (1 Floor)	NULL	1	13	1	-10	-10	14	1	15	1	12	6	-10	-10	18	8	40	5
5	1	17	41	73	2	TAM Office 302	NULL	1	-10	-10	-10	-10	-10	-10	-10	-10	18	1	-10	-10	-10	-10	-10	-10
